rank,package_name,version,declared_license,root_classification,total_dependencies,is_tainted,conflicting_copyleft_deps_count,conflicts_summary
338,open-telemetry/context,1.5.0,Apache-2.0,PERMISSIVE,1,NO,0,
339,kirschbaum-development/eloquent-power-joins,4.3.3,MIT,PERMISSIVE,22,NO,0,
340,symfony/phpunit-bridge,v8.1.5,MIT,PERMISSIVE,0,NO,0,
341,php-debugbar/php-debugbar,v3.8.0,MIT,PERMISSIVE,3,NO,0,
342,amphp/process,v2.1.0,MIT,PERMISSIVE,7,NO,0,
343,amphp/serialization,v1.1.0,MIT,PERMISSIVE,0,NO,0,
344,opis/json-schema,2.6.0,Apache-2.0,PERMISSIVE,2,NO,0,
345,spatie/laravel-activitylog,5.1.0,MIT,PERMISSIVE,19,NO,0,
346,amphp/sync,v2.3.0,MIT,PERMISSIVE,4,NO,0,
347,amphp/parser,v1.1.1,MIT,PERMISSIVE,0,NO,0,
348,laravel/ui,v4.6.3,MIT,PERMISSIVE,31,NO,0,
349,symfony/doctrine-messenger,v8.1.4,MIT,PERMISSIVE,13,NO,0,
350,illuminate/contracts,v13.29.0,MIT,PERMISSIVE,2,NO,0,
351,danharrin/livewire-rate-limiting,v2.2.1,MIT,PERMISSIVE,17,NO,0,
352,filament/support,v5.7.6,MIT,PERMISSIVE,45,NO,0,
353,spatie/image-optimizer,1.10.0,MIT,PERMISSIVE,2,NO,0,
354,filament/forms,v5.7.6,MIT,PERMISSIVE,14,NO,0,
355,filament/notifications,v5.7.6,MIT,PERMISSIVE,11,NO,0,
356,react/promise-timer,v1.11.0,MIT,PERMISSIVE,2,NO,0,
357,filament/tables,v5.7.6,MIT,PERMISSIVE,13,NO,0,
358,filament/actions,v5.7.6,MIT,PERMISSIVE,53,NO,0,
359,filament/infolists,v5.7.6,MIT,PERMISSIVE,11,NO,0,
360,barryvdh/laravel-debugbar,v4.4.2,MIT,PERMISSIVE,31,NO,0,
361,laravel/passkeys,v0.2.1,MIT,PERMISSIVE,66,NO,0,
362,phpmailer/phpmailer,v7.1.1,LGPL-2.1-only,WEAK_COPYLEFT,0,NO,0,
363,filament/filament,v5.7.6,MIT,PERMISSIVE,20,NO,0,
364,danharrin/date-format-converter,v0.3.1,MIT,PERMISSIVE,0,NO,0,
365,amphp/socket,v2.4.1,MIT,PERMISSIVE,16,NO,0,
366,filament/widgets,v5.7.6,MIT,PERMISSIVE,10,NO,0,
367,google/cloud-storage,v2.5.2,Apache-2.0,PERMISSIVE,19,NO,0,
368,ryangjchandler/blade-capture-directive,v1.1.1,MIT,PERMISSIVE,4,NO,0,
369,amphp/dns,v2.4.1,MIT,PERMISSIVE,10,NO,0,
370,scrivo/highlight.php,v9.18.1.10,BSD-3-Clause,PERMISSIVE,0,NO,0,
371,fig/http-message-util,1.1.5,MIT,PERMISSIVE,0,NO,0,
372,amphp/pipeline,v1.2.7,MIT,PERMISSIVE,2,NO,0,
373,daverandom/libdns,v2.1.0,MIT,PERMISSIVE,0,NO,0,
374,amphp/cache,v2.0.1,MIT,PERMISSIVE,5,NO,0,
375,kelunik/certificate,v1.1.3,MIT,PERMISSIVE,0,NO,0,
376,spatie/shiki-php,2.4.0,MIT,PERMISSIVE,1,NO,0,
377,twilio/sdk,8.12.0,MIT,PERMISSIVE,0,NO,0,
378,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,1,NO,0,
379,elasticsearch/elasticsearch,v9.5.0,MIT,PERMISSIVE,12,NO,0,
380,laravel/telescope,v5.22.1,MIT,PERMISSIVE,69,NO,0,
381,maxmind-db/reader,v1.13.1,Apache-2.0,PERMISSIVE,0,NO,0,
382,laravel/reverb,v1.11.1,MIT,PERMISSIVE,56,NO,0,
383,clue/redis-protocol,v0.3.2,MIT,PERMISSIVE,0,NO,0,
384,clue/redis-react,v2.8.0,MIT,PERMISSIVE,9,NO,0,
385,symfony/debug-bundle,v8.1.0,MIT,PERMISSIVE,21,NO,0,
386,laravel/passport,v13.7.6,MIT,PERMISSIVE,60,NO,0,
387,ezimuel/ringphp,1.4.1,MIT,PERMISSIVE,2,NO,0,
388,ezimuel/guzzlestreams,4.1.0,MIT,PERMISSIVE,0,NO,0,
389,tecnickcom/tcpdf,7.0.7,LGPL-3.0-or-later,STRONG_COPYLEFT,14,NO,14,tecnickcom/tc-lib-pdf (LGPL-3.0-or-later); tecnickcom/tc-lib-barcode (LGPL-3.0-or-later); tecnickcom/tc-lib-color (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-image (LGPL-3.0-or-later); tecnickcom/tc-lib-file (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-encrypt (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-font (LGPL-3.0-or-later); tecnickcom/tc-lib-unicode-data (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-sign (LGPL-3.0-or-later); tecnickcom/tc-lib-unicode (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-page (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-graph (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-parser (LGPL-3.0-or-later); tecnickcom/tc-lib-pdf-filter (LGPL-3.0-or-later)
390,illuminate/macroable,v13.29.0,MIT,PERMISSIVE,0,NO,0,
391,illuminate/collections,v13.29.0,MIT,PERMISSIVE,8,NO,0,
392,ueberdosis/tiptap-php,2.1.2,MIT,PERMISSIVE,3,NO,0,
393,symfony/rate-limiter,v8.1.4,MIT,PERMISSIVE,2,NO,0,
394,spatie/php-structure-discoverer,2.4.4,MIT,PERMISSIVE,11,NO,0,
395,opis/string,2.1.0,Apache-2.0,PERMISSIVE,0,NO,0,
396,opis/uri,1.1.0,Apache-2.0,PERMISSIVE,1,NO,0,
397,setasign/fpdf,1.9.0,MIT,PERMISSIVE,0,NO,0,
398,psr/link,2.0.1,MIT,PERMISSIVE,0,NO,0,
399,php-di/invoker,2.3.7,MIT,PERMISSIVE,1,NO,0,
400,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,2,NO,0,
401,php-di/php-di,7.1.1,MIT,PERMISSIVE,3,NO,0,
402,twig/extra-bundle,v3.24.0,Unspecified,PERMISSIVE,27,NO,0,
403,http-interop/http-factory-guzzle,1.2.1,MIT,PERMISSIVE,5,NO,0,
404,behat/gherkin,v4.17.0,MIT,PERMISSIVE,0,NO,0,
405,illuminate/support,v13.29.0,MIT,PERMISSIVE,19,NO,0,
406,myclabs/php-enum,1.8.5,MIT,PERMISSIVE,0,NO,0,
407,endroid/qr-code,6.1.3,MIT,PERMISSIVE,2,NO,0,
408,phpspec/prophecy,v1.26.1,MIT,PERMISSIVE,12,NO,0,
409,ondram/ci-detector,4.2.0,MIT,PERMISSIVE,0,NO,0,
410,anourvalar/eloquent-serialize,1.3.11,MIT,PERMISSIVE,65,NO,0,
411,php-webdriver/webdriver,1.16.0,MIT,PERMISSIVE,2,NO,0,
412,nyholm/psr7-server,1.1.0,MIT,PERMISSIVE,2,NO,0,
413,jetbrains/phpstorm-stubs,v2026.2,Apache-2.0,PERMISSIVE,0,NO,0,
414,illuminate/conditionable,v13.29.0,MIT,PERMISSIVE,0,NO,0,
415,tightenco/ziggy,v2.6.4,MIT,PERMISSIVE,65,NO,0,
416,filament/schemas,v5.7.6,MIT,PERMISSIVE,11,NO,0,
417,spatie/image,3.9.6,MIT,PERMISSIVE,4,NO,0,
418,spatie/laravel-data,4.23.0,MIT,PERMISSIVE,18,NO,0,
419,symfony/web-link,v8.1.0,MIT,PERMISSIVE,1,NO,0,
420,cweagans/composer-patches,2.0.0,BSD-3-Clause,PERMISSIVE,1,NO,0,
421,filament/query-builder,v5.7.6,MIT,PERMISSIVE,12,NO,0,
422,mpdf/mpdf,v8.3.1,GPL-2.0-only,STRONG_COPYLEFT,7,NO,0,
423,composer/installers,v2.3.0,MIT,PERMISSIVE,0,NO,0,
424,friendsofphp/proxy-manager-lts,v1.0.19,MIT,PERMISSIVE,5,NO,0,
425,php-parallel-lint/php-parallel-lint,v1.4.0,BSD-2-Clause,PERMISSIVE,0,NO,0,
426,php-http/guzzle7-adapter,1.1.0,MIT,PERMISSIVE,10,NO,0,
427,jaybizzle/crawler-detect,v1.4.1,MIT,PERMISSIVE,0,NO,0,
428,jms/metadata,2.9.0,MIT,PERMISSIVE,0,NO,0,
429,socialiteproviders/manager,4.10.0,MIT,PERMISSIVE,37,NO,0,
430,phpcompatibility/php-compatibility,9.3.5,Unspecified,PERMISSIVE,1,NO,0,
431,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,0,NO,0,
432,symfony/maker-bundle,v1.67.0,MIT,PERMISSIVE,31,NO,0,
433,geoip2/geoip2,v3.4.0,Apache-2.0,PERMISSIVE,3,NO,0,
434,maxmind/web-service-common,v0.11.1,Apache-2.0,PERMISSIVE,1,NO,0,
435,mpdf/psr-log-aware-trait,v3.0.0,MIT,PERMISSIVE,1,NO,0,
436,phpstan/phpstan-symfony,2.0.20,MIT,PERMISSIVE,1,NO,0,
437,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,3,NO,1,phpcsstandards/phpcsutils (LGPL-3.0-or-later)
438,doctrine/data-fixtures,2.2.1,MIT,PERMISSIVE,5,NO,0,
439,mpdf/psr-http-message-shim,v2.0.1,MIT,PERMISSIVE,1,NO,0,
440,open-telemetry/sdk,1.15.0,Apache-2.0,PERMISSIVE,18,NO,0,
441,league/container,5.2.0,MIT,PERMISSIVE,2,NO,0,
442,spatie/laravel-medialibrary,11.23.5,MIT,PERMISSIVE,30,NO,0,
443,beberlei/assert,v3.3.4,BSD-2-Clause,PERMISSIVE,0,NO,0,
444,open-telemetry/sem-conv,1.38.0,Apache-2.0,PERMISSIVE,0,NO,0,
445,roave/security-advisories,unknown,Unspecified,PERMISSIVE,0,NO,0,
446,php-http/message-factory,1.1.0,MIT,PERMISSIVE,1,NO,0,
447,laravel/scout,v11.6.1,MIT,PERMISSIVE,50,NO,0,
448,spatie/array-to-xml,3.4.4,MIT,PERMISSIVE,0,NO,0,
449,tbachert/spi,v1.0.5,Apache-2.0,PERMISSIVE,1,NO,0,
450,web-token/jwt-library,4.2.1,MIT,PERMISSIVE,4,NO,0,
451,willdurand/negotiation,3.1.0,MIT,PERMISSIVE,0,NO,0,
452,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,3,NO,0,
453,laminas/laminas-stdlib,3.21.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
454,wp-coding-standards/wpcs,3.4.1,MIT,PERMISSIVE,4,YES,2,phpcsstandards/phpcsutils (LGPL-3.0-or-later); phpcsstandards/phpcsextra (LGPL-3.0-or-later)
455,twig/intl-extra,v3.26.0,Unspecified,PERMISSIVE,5,NO,0,
456,openai-php/client,v0.20.1,MIT,PERMISSIVE,6,NO,0,
457,webonyx/graphql-php,v15.37.2,MIT,PERMISSIVE,0,NO,0,
458,jms/serializer,3.32.7,MIT,PERMISSIVE,4,NO,0,
459,pdepend/pdepend,2.16.2,BSD-3-Clause,PERMISSIVE,10,NO,0,
460,laravel/octane,v2.19.1,MIT,PERMISSIVE,67,NO,0,
461,orchestra/sidekick,v1.2.21,MIT,PERMISSIVE,2,NO,0,
462,robrichards/xmlseclibs,4.0.0,BSD-3-Clause,PERMISSIVE,3,NO,0,
463,laravel/slack-notification-channel,v3.10.0,MIT,PERMISSIVE,42,NO,0,
464,dnoegel/php-xdg-base-dir,v0.1.1,MIT,PERMISSIVE,0,NO,0,
465,webmozart/glob,4.7.0,MIT,PERMISSIVE,0,NO,0,
466,phpstan/phpstan-doctrine,2.0.28,MIT,PERMISSIVE,1,NO,0,
467,phpmd/phpmd,2.15.0,BSD-3-Clause,PERMISSIVE,13,NO,0,
468,symfony/mailgun-mailer,v8.1.4,MIT,PERMISSIVE,13,NO,0,
469,league/flysystem-sftp-v3,3.35.3,MIT,PERMISSIVE,6,NO,0,
470,illuminate/container,v13.29.0,MIT,PERMISSIVE,10,NO,0,
471,phpoffice/phpword,1.4.0,LGPL-3.0-only,STRONG_COPYLEFT,1,NO,0,
472,facade/ignition-contracts,1.0.2,MIT,PERMISSIVE,0,NO,0,
473,yoast/phpunit-polyfills,4.0.0,BSD-3-Clause,PERMISSIVE,27,NO,0,
474,laravel/wayfinder,v0.1.21,MIT,PERMISSIVE,37,NO,0,
475,nelmio/cors-bundle,2.6.1,MIT,PERMISSIVE,23,NO,0,
476,amphp/parallel,v2.4.0,MIT,PERMISSIVE,16,NO,0,
477,mikey179/vfsstream,v1.6.12,BSD-3-Clause,PERMISSIVE,0,NO,0,
478,async-aws/core,1.29.2,MIT,PERMISSIVE,7,NO,0,
479,swiftmailer/swiftmailer,v6.3.0,MIT,PERMISSIVE,6,NO,0,
480,laravel/breeze,v2.4.2,MIT,PERMISSIVE,31,NO,0,
481,doctrine/doctrine-fixtures-bundle,4.3.1,MIT,PERMISSIVE,37,NO,0,
482,open-telemetry/gen-otlp-protobuf,1.10.0,Apache-2.0,PERMISSIVE,1,NO,0,
483,pear/pear_exception,v1.0.2,BSD-2-Clause,PERMISSIVE,0,NO,0,
484,laminas/laminas-escaper,2.18.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
485,ergebnis/json-printer,3.8.1,MIT,PERMISSIVE,0,NO,0,
486,open-telemetry/exporter-otlp,1.4.0,Apache-2.0,PERMISSIVE,21,NO,0,
487,ergebnis/composer-normalize,2.52.0,MIT,PERMISSIVE,7,NO,0,
488,localheinz/diff,1.3.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
489,ergebnis/json-normalizer,4.10.1,MIT,PERMISSIVE,6,NO,0,
490,nikic/fast-route,1.3.1,Unspecified,PERMISSIVE,0,NO,0,
491,gedmo/doctrine-extensions,v3.22.1,MIT,PERMISSIVE,20,NO,0,
492,ergebnis/json-schema-validator,4.5.1,MIT,PERMISSIVE,4,NO,0,
493,spomky-labs/base64url,v2.0.4,MIT,PERMISSIVE,0,NO,0,
494,spatie/browsershot,5.4.0,MIT,PERMISSIVE,2,NO,0,
495,ergebnis/json-pointer,3.8.0,MIT,PERMISSIVE,0,NO,0,
496,ergebnis/json,1.6.0,MIT,PERMISSIVE,0,NO,0,
497,phpoffice/math,0.3.0,MIT,PERMISSIVE,0,NO,0,
498,php-debugbar/symfony-bridge,v1.1.0,MIT,PERMISSIVE,6,NO,0,
499,zbateson/stream-decorators,3.0.2,BSD-2-Clause,PERMISSIVE,8,NO,0,
500,phpstan/phpstan-mockery,2.0.0,MIT,PERMISSIVE,1,NO,0,
501,zbateson/mail-mime-parser,4.0.3,BSD-2-Clause,PERMISSIVE,14,NO,0,
502,zbateson/mb-wrapper,3.0.1,BSD-2-Clause,PERMISSIVE,2,NO,0,
503,pear/pear-core-minimal,v1.10.18,BSD-3-Clause,PERMISSIVE,2,NO,0,
504,pear/console_getopt,v1.4.3,BSD-2-Clause,PERMISSIVE,0,NO,0,
505,felixfbecker/language-server-protocol,v1.5.3,ISC,PERMISSIVE,0,NO,0,
506,vimeo/psalm,6.16.1,Unspecified,PERMISSIVE,45,YES,1,netresearch/jsonmapper (OSL-3.0)
507,spatie/macroable,2.1.0,MIT,PERMISSIVE,0,NO,0,
508,laravel/cashier,v16.7.0,MIT,PERMISSIVE,64,NO,0,
509,laravel/ai,v0.11.0,MIT,PERMISSIVE,40,NO,0,
510,twig/string-extra,v3.24.0,Unspecified,PERMISSIVE,8,NO,0,
511,asm89/stack-cors,v2.4.0,MIT,PERMISSIVE,11,NO,0,
512,symfony/proxy-manager-bridge,v6.4.28,MIT,PERMISSIVE,11,NO,0,
513,composer/package-versions-deprecated,1.11.99.5,MIT,PERMISSIVE,0,NO,0,
514,orchestra/testbench-core,v11.4.0,MIT,PERMISSIVE,5,NO,0,
515,colinodell/json5,v3.0.0,MIT,PERMISSIVE,0,NO,0,
516,dedoc/scramble,v0.13.42,MIT,PERMISSIVE,7,NO,0,
517,sanmai/pipeline,7.10,Apache-2.0,PERMISSIVE,0,NO,0,
518,infection/abstract-testframework-adapter,0.5.1,BSD-3-Clause,PERMISSIVE,0,NO,0,
519,kreait/firebase-tokens,5.5.0,MIT,PERMISSIVE,13,NO,0,
520,pear/archive_tar,1.6.1,BSD-2-Clause,PERMISSIVE,3,NO,0,
521,sanmai/later,0.1.8,Apache-2.0,PERMISSIVE,0,NO,0,
522,riverline/multipart-parser,2.2.2,MIT,PERMISSIVE,0,NO,0,
523,phenx/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,0,NO,0,
524,infection/include-interceptor,1.0.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
525,laravel/nightwatch,v1.30.0,MIT,PERMISSIVE,65,NO,0,
526,infection/infection,0.35.3,BSD-3-Clause,PERMISSIVE,34,NO,0,
527,infection/extension-installer,0.1.2,BSD-3-Clause,PERMISSIVE,0,NO,0,
528,kreait/firebase-php,8.4.0,MIT,PERMISSIVE,30,NO,0,
529,erusev/parsedown,1.8.0,Unspecified,PERMISSIVE,0,NO,0,
530,spomky-labs/otphp,11.5.0,MIT,PERMISSIVE,3,NO,0,
531,phpunit/php-token-stream,4.0.4,BSD-3-Clause,PERMISSIVE,0,NO,0,
532,tomasvotruba/type-coverage,2.3.6,MIT,PERMISSIVE,2,NO,0,
533,cuyz/valinor,2.6.0,MIT,PERMISSIVE,0,NO,0,
534,beste/clock,4.0.0,MIT,PERMISSIVE,1,NO,0,
535,propaganistas/laravel-phone,6.0.3,MIT,PERMISSIVE,31,NO,0,
536,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,0,NO,0,
537,minishlink/web-push,v11.0.0,MIT,PERMISSIVE,14,NO,0,
538,opis/closure,4.5.0,MIT,PERMISSIVE,0,NO,0,
539,opensearch-project/opensearch-php,2.6.0,"Apache-2.0, LGPL-2.1-only",PERMISSIVE,13,NO,0,
540,beste/json,1.7.0,MIT,PERMISSIVE,0,NO,0,
541,sentry/sentry-symfony,5.13.0,MIT,PERMISSIVE,35,NO,0,
542,infection/mutator,0.4.1,BSD-3-Clause,PERMISSIVE,1,NO,0,
543,giggsey/libphonenumber-for-php-lite,9.0.37,Apache-2.0,PERMISSIVE,1,NO,0,
544,phenx/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,2,NO,0,
545,radebatz/type-info-extras,1.0.7,MIT,PERMISSIVE,3,NO,0,
546,spatie/laravel-query-builder,7.3.3,MIT,PERMISSIVE,42,NO,0,
547,jenssegers/agent,v2.6.4,MIT,PERMISSIVE,3,NO,0,
548,brick/money,0.14.2,MIT,PERMISSIVE,2,NO,0,
549,mck89/peast,v1.18.0,BSD-3-Clause,PERMISSIVE,0,NO,0,
550,illuminate/reflection,v13.29.0,MIT,PERMISSIVE,9,NO,0,
551,google/recaptcha,1.5,BSD-3-Clause,PERMISSIVE,0,NO,0,
552,symfony/polyfill-php56,v1.20.0,MIT,PERMISSIVE,0,NO,0,
553,symfony/ux-twig-component,v3.4.0,MIT,PERMISSIVE,12,NO,0,
554,behat/behat,v3.32.0,Unspecified,PERMISSIVE,26,NO,0,
555,swagger-api/swagger-ui,v5.32.14,Apache-2.0,PERMISSIVE,0,NO,0,
556,owen-it/laravel-auditing,v14.0.6,MIT,PERMISSIVE,24,NO,0,
557,league/html-to-markdown,5.1.1,MIT,PERMISSIVE,0,NO,0,
558,beberlei/doctrineextensions,v1.5.0,BSD-3-Clause,PERMISSIVE,20,NO,0,
559,amphp/hpack,v3.2.2,MIT,PERMISSIVE,0,NO,0,
560,laravel/pennant,v1.26.0,MIT,PERMISSIVE,29,NO,0,
561,symfony/scheduler,v8.1.5,MIT,PERMISSIVE,2,NO,0,
562,beste/in-memory-cache,1.6.0,MIT,PERMISSIVE,2,NO,0,
563,league/flysystem-memory,3.31.0,MIT,PERMISSIVE,3,NO,0,
564,sanmai/di-container,0.2,BSD-3-Clause,PERMISSIVE,2,NO,0,
565,amphp/http,v2.1.2,MIT,PERMISSIVE,7,NO,0,
566,sanmai/duoclock,0.1.3,Apache-2.0,PERMISSIVE,1,NO,0,
567,phpcompatibility/phpcompatibility-paragonie,1.3.4,Unspecified,PERMISSIVE,2,NO,0,
568,codeception/codeception,5.3.5,MIT,PERMISSIVE,41,NO,0,
569,knplabs/knp-snappy,v1.7.3,MIT,PERMISSIVE,2,NO,0,
570,orchestra/canvas,v11.1.0,MIT,PERMISSIVE,32,NO,0,
571,phpcompatibility/phpcompatibility-wp,2.1.8,Unspecified,PERMISSIVE,3,NO,0,
572,spatie/db-dumper,4.1.1,MIT,PERMISSIVE,1,NO,0,
573,stof/doctrine-extensions-bundle,v1.15.3,MIT,PERMISSIVE,32,NO,0,
574,orchestra/canvas-core,v11.0.0,MIT,PERMISSIVE,24,NO,0,
575,orchestra/workbench,v11.2.0,MIT,PERMISSIVE,91,NO,0,
576,amphp/http-client,v5.3.6,MIT,PERMISSIVE,19,NO,0,
577,phpspec/prophecy-phpunit,v2.5.0,MIT,PERMISSIVE,36,NO,0,
578,orchestra/testbench,v11.2.0,MIT,PERMISSIVE,115,NO,0,
579,codeception/stub,4.3.0,MIT,PERMISSIVE,27,NO,0,
580,mustangostang/spyc,0.6.3,MIT,PERMISSIVE,0,NO,0,
581,elastic/transport,v9.0.1,MIT,PERMISSIVE,11,NO,0,
582,driftingly/rector-laravel,2.6.2,MIT,PERMISSIVE,4,NO,0,
583,willdurand/jsonp-callback-validator,v2.0.0,MIT,PERMISSIVE,0,NO,0,
584,php-parallel-lint/php-console-color,v1.0.1,BSD-2-Clause,PERMISSIVE,0,NO,0,
585,php-parallel-lint/php-console-highlighter,v1.0.0,MIT,PERMISSIVE,1,NO,0,
586,behat/mink,v1.13.0,MIT,PERMISSIVE,1,NO,0,
587,sirbrillig/phpcs-variable-analysis,v3.0.0,BSD-2-Clause,PERMISSIVE,3,YES,1,phpcsstandards/phpcsutils (LGPL-3.0-or-later)
588,symfony/webpack-encore-bundle,v2.4.1,MIT,PERMISSIVE,19,NO,0,
589,codeception/lib-asserts,3.2.0,MIT,PERMISSIVE,27,NO,0,
590,amphp/http-server,v3.4.6,MIT,PERMISSIVE,20,NO,0,
591,starkbank/ecdsa,2.2.1,MIT,PERMISSIVE,0,NO,0,
592,consolidation/output-formatters,4.7.1,MIT,PERMISSIVE,12,NO,0,
593,consolidation/annotated-command,4.10.5,Unspecified,PERMISSIVE,13,NO,0,
594,php-stubs/wordpress-stubs,v7.1.0,MIT,PERMISSIVE,0,NO,0,
595,roave/better-reflection,6.72.0,MIT,PERMISSIVE,2,NO,0,
596,laravel/helpers,v1.8.3,MIT,PERMISSIVE,17,NO,0,
597,onelogin/php-saml,4.3.2,MIT,PERMISSIVE,4,NO,0,
598,resend/resend-php,v1.12.0,MIT,PERMISSIVE,8,NO,0,
599,spatie/laravel-translatable,6.14.1,MIT,PERMISSIVE,18,NO,0,
600,consolidation/log,3.1.2,MIT,PERMISSIVE,11,NO,0,
601,consolidation/config,3.2.1,MIT,PERMISSIVE,7,NO,0,
602,cocur/slugify,v4.7.1,MIT,PERMISSIVE,0,NO,0,
603,symfony/debug,v4.4.44,MIT,PERMISSIVE,1,NO,0,
604,ergebnis/phpunit-slow-test-detector,2.24.0,MIT,PERMISSIVE,27,NO,0,
605,consolidation/robo,5.1.1,MIT,PERMISSIVE,23,NO,0,
606,meilisearch/meilisearch-php,v1.17.0,Unspecified,PERMISSIVE,4,NO,0,
607,grasmash/expander,4.0.0,MIT,PERMISSIVE,2,NO,0,
608,laravel/pulse,v1.8.1,MIT,PERMISSIVE,61,NO,0,
609,laminas/laminas-servicemanager,4.5.1,BSD-3-Clause,PERMISSIVE,4,NO,0,
610,spatie/enum,3.13.0,MIT,PERMISSIVE,0,NO,0,
611,behat/transliterator,v1.5.0,Artistic-1.0,PERMISSIVE,0,NO,0,
612,darkaonline/l5-swagger,11.1.0,MIT,PERMISSIVE,72,NO,0,
613,symfony/notifier,v8.1.5,MIT,PERMISSIVE,1,NO,0,
614,nelmio/api-doc-bundle,v5.11.1,MIT,PERMISSIVE,41,NO,0,
615,symfony/workflow,v8.1.0,MIT,PERMISSIVE,0,NO,0,
616,sendgrid/sendgrid,8.1.11,MIT,PERMISSIVE,2,NO,0,
617,hashids/hashids,5.0.2,MIT,PERMISSIVE,0,NO,0,
618,symfony/postmark-mailer,v8.1.0,MIT,PERMISSIVE,13,NO,0,
619,sendgrid/php-http-client,4.1.3,MIT,PERMISSIVE,0,NO,0,
620,mongodb/mongodb,2.4.1,Apache-2.0,PERMISSIVE,2,NO,0,
621,amphp/websocket,v2.0.4,MIT,PERMISSIVE,16,NO,0,
622,sentry/sdk,4.0.0,MIT,PERMISSIVE,10,NO,0,
623,nette/neon,v3.4.8,"BSD-3-Clause, GPL-2.0-only, GPL-3.0-only",PERMISSIVE,0,NO,0,
624,lexik/jwt-authentication-bundle,v3.2.0,MIT,PERMISSIVE,32,NO,0,
625,amphp/websocket-client,v2.0.2,MIT,PERMISSIVE,18,NO,0,
626,brick/varexporter,0.7.0,MIT,PERMISSIVE,1,NO,0,
627,spatie/laravel-backup,10.3.2,MIT,PERMISSIVE,38,NO,0,
628,matomo/device-detector,6.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,1,NO,0,
629,dama/doctrine-test-bundle,v8.6.0,MIT,PERMISSIVE,30,NO,0,
630,codeception/module-asserts,3.3.0,MIT,PERMISSIVE,28,NO,0,
631,phootwork/collection,v3.2.3,MIT,PERMISSIVE,3,NO,0,
632,phootwork/lang,v3.2.3,MIT,PERMISSIVE,2,NO,0,
633,picqer/php-barcode-generator,v3.3.0,LGPL-3.0-or-later,STRONG_COPYLEFT,0,NO,0,
634,pestphp/pest-plugin-browser,v5.0.1,MIT,PERMISSIVE,43,NO,0,
635,phpowermove/docblock,v4.0,MIT,PERMISSIVE,4,NO,0,
636,spatie/ray,1.48.0,MIT,PERMISSIVE,11,NO,0,
637,spatie/laravel-signal-aware-command,2.1.2,MIT,PERMISSIVE,13,NO,0,
638,namshi/jose,7.2.3,MIT,PERMISSIVE,1,NO,0,
639,pimple/pimple,v3.6.2,MIT,PERMISSIVE,1,NO,0,
640,symfony/amqp-messenger,v8.1.0,MIT,PERMISSIVE,5,NO,0,
641,league/flysystem-ftp,3.35.3,MIT,PERMISSIVE,3,NO,0,
642,shipmonk/dead-code-detector,1.4.0,MIT,PERMISSIVE,1,NO,0,
643,promphp/prometheus_client_php,v2.15.1,Apache-2.0,PERMISSIVE,0,NO,0,
644,imagine/imagine,1.5.4,MIT,PERMISSIVE,0,NO,0,
645,illuminate/filesystem,v13.29.0,MIT,PERMISSIVE,20,NO,0,
646,drupal/core,11.4.5,GPL-2.0-or-later,STRONG_COPYLEFT,63,NO,1,drupal/core-composer-scaffold (GPL-2.0-or-later)
647,slim/slim,4.15.2,MIT,PERMISSIVE,7,NO,0,
648,livewire/flux,v2.17.1,proprietary,PERMISSIVE,37,NO,0,
649,laminas/laminas-validator,3.18.0,BSD-3-Clause,PERMISSIVE,9,NO,0,
650,symfony/stimulus-bundle,v3.4.0,MIT,PERMISSIVE,20,NO,0,
651,laravel/dusk,v8.6.0,MIT,PERMISSIVE,36,NO,0,
652,league/flysystem-google-cloud-storage,3.34.0,MIT,PERMISSIVE,16,NO,0,
653,spatie/laravel-ray,1.43.9,MIT,PERMISSIVE,49,NO,0,
654,simplesoftwareio/simple-qrcode,4.2.0,MIT,PERMISSIVE,2,NO,0,
655,twig/html-extra,v3.28.0,Unspecified,PERMISSIVE,7,NO,0,
656,spatie/regex,3.1.1,MIT,PERMISSIVE,0,NO,0,
