rank,package_name,version,declared_license,offender_package,offender_version,offender_license,copyleft_type,trace_path
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-pdf-font,4.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-font@4.3.1 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-file,3.9.0,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-file@3.9.0 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-pdf-encrypt,2.11.0,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-encrypt@2.11.0 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-pdf-sign,2.0.1,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-sign@2.0.1 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-unicode-data,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode-data@3.0.5 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-unicode,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode@3.0.5 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-pdf-page,4.15.1,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-page@4.15.1 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-pdf-graph,2.16.0,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-graph@2.16.0 (LGPL-3.0-or-later)
5862,qipsius/tcpdf-bundle,4.0.0,MIT,tecnickcom/tc-lib-pdf-parser,3.15.0,LGPL-3.0-or-later,STRONG_COPYLEFT,qipsius/tcpdf-bundle@4.0.0 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-parser@3.15.0 (LGPL-3.0-or-later)
5995,spryker-feature/spryker-core,202608.0,proprietary,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,spryker-feature/spryker-core@202608.0 (proprietary) -> spryker/rabbit-mq@2.25.0 (proprietary) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
5997,codewithkyrian/transformers,0.6.2,Apache-2.0,phenx/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,codewithkyrian/transformers@0.6.2 (Apache-2.0) -> rokka/imagine-vips@0.41.0 (MIT) -> phenx/php-font-lib@1.0.2 (LGPL-2.1-or-later)
6129,neos/kickstarter,9.1.2,Unspecified,typo3fluid/fluid,5.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,neos/kickstarter@9.1.2 (None) -> neos/fluid-adaptor@9.1.2 (None) -> typo3fluid/fluid@5.3.1 (LGPL-3.0-or-later)
6190,drupal/config_sync_without_site_uuid,1.0.0-beta2,Unspecified,drupal/core,11.4.5,GPL-2.0-or-later,STRONG_COPYLEFT,drupal/config_sync_without_site_uuid@1.0.0-beta2 (None) -> drupal/core@11.4.5 (GPL-2.0-or-later)
6190,drupal/config_sync_without_site_uuid,1.0.0-beta2,Unspecified,drupal/core-composer-scaffold,11.4.5,GPL-2.0-or-later,STRONG_COPYLEFT,drupal/config_sync_without_site_uuid@1.0.0-beta2 (None) -> drupal/core@11.4.5 (GPL-2.0-or-later) -> drupal/core-composer-scaffold@11.4.5 (GPL-2.0-or-later)
6214,yii2tech/csv-grid,1.0.5,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yii2tech/csv-grid@1.0.5 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
6220,contao-components/altcha,3.2.2,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/altcha@3.2.2 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
6246,yii2tech/ar-softdelete,1.0.4,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yii2tech/ar-softdelete@1.0.4 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
6255,netlogix/webapi,3.0.1,MIT,typo3fluid/fluid,5.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,netlogix/webapi@3.0.1 (MIT) -> neos/fluid-adaptor@9.1.2 (None) -> typo3fluid/fluid@5.3.1 (LGPL-3.0-or-later)
6261,oxid-esales/oxideshop-ce,v7.5.1,Unspecified,phpmailer/phpmailer,v7.1.1,LGPL-2.1-only,WEAK_COPYLEFT,oxid-esales/oxideshop-ce@v7.5.1 (None) -> phpmailer/phpmailer@v7.1.1 (LGPL-2.1-only)
6270,t3n/jobqueue-rabbitmq,2.3.1,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,t3n/jobqueue-rabbitmq@2.3.1 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
6289,netlogix/jobqueue-fast-rabbit,2.0.1,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,netlogix/jobqueue-fast-rabbit@2.0.1 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
6343,magefan/module-blog-comments-recaptcha,2.1.8,Unspecified,magefan/module-wysiwyg-advanced,2.0.19,OSL-3.0,STRONG_COPYLEFT,"magefan/module-blog-comments-recaptcha@2.1.8 (None) -> magefan/module-blog@2.13.1 (None) -> magefan/module-wysiwyg-advanced@2.0.19 (OSL-3.0, AFL-3.0)"
6431,anilcancakir/laravel-agent-mcp,v1.0.0,MIT,phpmyadmin/sql-parser,6.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,anilcancakir/laravel-agent-mcp@v1.0.0 (MIT) -> phpmyadmin/sql-parser@6.0.0 (GPL-2.0-or-later)
6524,2amigos/yii2-gallery-widget,1.1.0,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,2amigos/yii2-gallery-widget@1.1.0 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
6574,omnilight/yii2-scheduling,1.1.6,Unspecified,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,omnilight/yii2-scheduling@1.1.6 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
6600,nystudio107/craft-plugin-vite,5.0.3,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,nystudio107/craft-plugin-vite@5.0.3 (MIT) -> craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
6600,nystudio107/craft-plugin-vite,5.0.3,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,nystudio107/craft-plugin-vite@5.0.3 (MIT) -> craftcms/cms@5.10.14 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
6752,october/rain,v4.3.8,Unspecified,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,october/rain@v4.3.8 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
6758,neos/media,9.1.8,Unspecified,typo3fluid/fluid,5.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,neos/media@9.1.8 (None) -> neos/fluid-adaptor@9.1.2 (None) -> typo3fluid/fluid@5.3.1 (LGPL-3.0-or-later)
6759,lunarphp/lunar,1.5.0,Unspecified,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,lunarphp/lunar@1.5.0 (None) -> barryvdh/laravel-dompdf@v3.1.2 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
6759,lunarphp/lunar,1.5.0,Unspecified,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,lunarphp/lunar@1.5.0 (None) -> barryvdh/laravel-dompdf@v3.1.2 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
6759,lunarphp/lunar,1.5.0,Unspecified,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,lunarphp/lunar@1.5.0 (None) -> barryvdh/laravel-dompdf@v3.1.2 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
6770,2amigos/yii2-chartjs-widget,3.0.1,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,2amigos/yii2-chartjs-widget@3.0.1 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
6859,flux-se/sylius-stripe-plugin,v2.0.2,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,flux-se/sylius-stripe-plugin@v2.0.2 (MIT) -> sylius/telemetry@v1.0.1 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
6865,cmsig/seal-loupe-adapter,0.12.17,MIT,joomla/string,4.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,cmsig/seal-loupe-adapter@0.12.17 (MIT) -> loupe/loupe@1.0.3 (MIT) -> wamania/php-stemmer@v4.0.0 (MIT) -> joomla/string@4.0.0 (GPL-2.0-or-later)
6875,rackspace/php-opencloud,v1.16.0,Apache-2.0,mikemccabe/json-patch-php,0.1.0,LGPL-3.0,STRONG_COPYLEFT,rackspace/php-opencloud@v1.16.0 (Apache-2.0) -> mikemccabe/json-patch-php@0.1.0 (LGPL-3.0)
6885,asana/asana,v1.0.6,MIT,adoy/oauth2,1.3.1,LGPL-2.1,WEAK_COPYLEFT,asana/asana@v1.0.6 (MIT) -> adoy/oauth2@1.3.1 (LGPL-2.1)
6907,php-soap/psr18-wsse-middleware,3.0.0,Unspecified,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,php-soap/psr18-wsse-middleware@3.0.0 (None) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
6924,dq5studios/psalm-junit,v4.1.0,BSD-3-Clause,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,dq5studios/psalm-junit@v4.1.0 (BSD-3-Clause) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
7028,wyrihaximus/html-compress,4.4.0,MIT,websharks/css-minifier,150820,GPL-3.0+,STRONG_COPYLEFT,wyrihaximus/html-compress@4.4.0 (MIT) -> wyrihaximus/css-compress@2.3.0 (MIT) -> websharks/css-minifier@150820 (GPL-3.0+)
7064,mollie/laravel-cashier-mollie,v2.21.1,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,mollie/laravel-cashier-mollie@v2.21.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
7064,mollie/laravel-cashier-mollie,v2.21.1,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,mollie/laravel-cashier-mollie@v2.21.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
7064,mollie/laravel-cashier-mollie,v2.21.1,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,mollie/laravel-cashier-mollie@v2.21.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
7077,ibexa/headless,v5.0.10,proprietary,ibexa/oss,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/doctrine-schema,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/doctrine-schema@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/system-info,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/system-info@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/admin-ui,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/system-info@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/admin-ui@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/core,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/system-info@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/core@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/twig-components,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/system-info@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/twig-components@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/content-forms,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/admin-ui@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/content-forms@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/design-engine,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/admin-ui@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/design-engine@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/rest,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/admin-ui@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/rest@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/search,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/admin-ui@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/search@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/user,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/admin-ui@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/user@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/core-persistence,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/core-persistence@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/core-search,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/core-search@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/cron,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/cron@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/fieldtype-matrix,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/fieldtype-matrix@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/graphql,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/fieldtype-matrix@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/graphql@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/fieldtype-query,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/fieldtype-query@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/fieldtype-richtext,v5.0.10,GPL-2.0-only,STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/fieldtype-richtext@v5.0.10 (GPL-2.0-only)
7077,ibexa/headless,v5.0.10,proprietary,ibexa/http-cache,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/fieldtype-richtext@v5.0.10 (GPL-2.0-only) -> ibexa/http-cache@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/i18n,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/i18n@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/notifications,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/notifications@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/post-install,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/post-install@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/solr,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/solr@v5.0.10 ((GPL-2.0-only or proprietary))
7077,ibexa/headless,v5.0.10,proprietary,ibexa/standard-design,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/headless@v5.0.10 (proprietary) -> ibexa/oss@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/standard-design@v5.0.10 ((GPL-2.0-only or proprietary))
7080,simple-bus/rabbitmq-bundle-bridge,v6.3.1,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,simple-bus/rabbitmq-bundle-bridge@v6.3.1 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
7087,light/yii2-swagger,3.0.7,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,light/yii2-swagger@3.0.7 (MIT) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
7101,bandwidth/sdk,v13.0.0,MIT,apimatic/jsonmapper,3.1.7,OSL-3.0,STRONG_COPYLEFT,bandwidth/sdk@v13.0.0 (MIT) -> apimatic/jsonmapper@3.1.7 (OSL-3.0)
7104,lullabot/twig-cs-fixer-drupal,v2.3.1,MIT,drupal/core,11.4.5,GPL-2.0-or-later,STRONG_COPYLEFT,lullabot/twig-cs-fixer-drupal@v2.3.1 (MIT) -> drupal/core@11.4.5 (GPL-2.0-or-later)
7104,lullabot/twig-cs-fixer-drupal,v2.3.1,MIT,drupal/core-composer-scaffold,11.4.5,GPL-2.0-or-later,STRONG_COPYLEFT,lullabot/twig-cs-fixer-drupal@v2.3.1 (MIT) -> drupal/core@11.4.5 (GPL-2.0-or-later) -> drupal/core-composer-scaffold@11.4.5 (GPL-2.0-or-later)
7104,lullabot/twig-cs-fixer-drupal,v2.3.1,MIT,webflo/drupal-finder,1.3.1,GPL-2.0-or-later,STRONG_COPYLEFT,lullabot/twig-cs-fixer-drupal@v2.3.1 (MIT) -> webflo/drupal-finder@1.3.1 (GPL-2.0-or-later)
7118,bizley/jwt,4.1.2,Apache-2.0,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,bizley/jwt@4.1.2 (Apache-2.0) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
7164,yoast/yoastcs,3.4.3,MIT,phpcsstandards/phpcsextra,1.5.1,LGPL-3.0-or-later,STRONG_COPYLEFT,yoast/yoastcs@3.4.3 (MIT) -> automattic/vipwpcs@3.1.0 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later)
7164,yoast/yoastcs,3.4.3,MIT,phpcsstandards/phpcsutils,1.2.3,LGPL-3.0-or-later,STRONG_COPYLEFT,yoast/yoastcs@3.4.3 (MIT) -> automattic/vipwpcs@3.1.0 (MIT) -> phpcsstandards/phpcsextra@1.5.1 (LGPL-3.0-or-later) -> phpcsstandards/phpcsutils@1.2.3 (LGPL-3.0-or-later)
7223,codeception/module-amqp,3.0.1,MIT,php-amqplib/php-amqplib,v3.7.4,LGPL-2.1-or-later,WEAK_COPYLEFT,codeception/module-amqp@3.0.1 (MIT) -> php-amqplib/php-amqplib@v3.7.4 (LGPL-2.1-or-later)
7224,ibexa/messenger,v5.0.10,proprietary,ibexa/core,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/messenger@v5.0.10 (proprietary) -> ibexa/core@v5.0.10 ((GPL-2.0-only or proprietary))
7224,ibexa/messenger,v5.0.10,proprietary,ibexa/doctrine-schema,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/messenger@v5.0.10 (proprietary) -> ibexa/core@v5.0.10 ((GPL-2.0-only or proprietary)) -> ibexa/doctrine-schema@v5.0.10 ((GPL-2.0-only or proprietary))
7224,ibexa/messenger,v5.0.10,proprietary,ibexa/core-persistence,v5.0.10,(GPL-2.0-only or proprietary),STRONG_COPYLEFT,ibexa/messenger@v5.0.10 (proprietary) -> ibexa/core-persistence@v5.0.10 ((GPL-2.0-only or proprietary))
7248,kartik-v/yii2-icons,v1.4.8,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,kartik-v/yii2-icons@v1.4.8 (BSD-3-Clause) -> yiisoft/yii2-jui@2.0.7 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
7259,stefandoorn/sitemap-plugin,v3.0.0,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,stefandoorn/sitemap-plugin@v3.0.0 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
7259,stefandoorn/sitemap-plugin,v3.0.0,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,stefandoorn/sitemap-plugin@v3.0.0 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
